Student ID,Incident Description,Incident Place,Action,Date
77197351371,Incident that happened,School Bus,OFF OF BUS 3 DAYS,11/2/2018
77197351371,Incident that happened,Gym,1 DAY ISS,11/14/2018
77197351371,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,12/17/2018
77197351371,Incident that happened,Classroom,1 DAY ISS,5/6/2019
77197351371,Incident that happened,School Bus,OFF OF BUS 3 DAYS,5/1/2019
77197351371,Incident that happened,School Bus,OFF OF BUS 3 DAYS,5/14/2019
73537559351,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/2/2019
73537559351,Incident that happened,Classroom,PERIOD ISS,4/11/2019
77371919399,Incident that happened,Classroom,1 DAY ISS,4/26/2019
79577977337,Incident that happened,Classroom,WARNING,10/1/2018
79577977337,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/2/2018
77131975557,Incident that happened,Classroom,,
71517757135,Incident that happened,Classroom,RESTITUTION,10/17/2018
71517757135,Incident that happened,Classroom,RESTITUTION,10/24/2018
71517757135,Incident that happened,Halls,1 DAY ISS,1/28/2019
71991937913,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,9/13/2018
71991937913,Incident that happened,Halls,1 DETENTION ASSIGNED,10/4/2018
71711557179,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,5/2/2019
79391779973,Incident that happened,Playground,Missed Recess,8/27/2018
79391779973,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,10/10/2018
71535357951,Incident that happened,Loc/Bus,WARNING,11/12/2018
71535357951,Incident that happened,Loc/Bus,OFF OF BUS 1 DAY,11/15/2018
71535357951,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,12/20/2018
77713539559,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,9/20/2018
77713539559,Incident that happened,School Bus,OFF OF BUS 3 DAYS,9/24/2018
77713539559,Incident that happened,Classroom,1 DAY ISS,10/4/2018
77713539559,Incident that happened,School Bus,5 DAYS OSS,10/29/2018
77713539559,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/24/2018
77713539559,Incident that happened,Classroom,1/2 DAY ISS,12/5/2018
77713539559,Incident that happened,School Bus,1 DAY ISS,12/10/2018
77713539559,Incident that happened,Classroom,3 DAYS ISS,1/16/2019
77713539559,Incident that happened,Halls,2 DAYS ISS,2/4/2019
77713539559,Incident that happened,Gym,1 DAY ISS,2/28/2019
77713539559,Incident that happened,Gym,3 DAYS OSS,2/27/2019
77713539559,Incident that happened,Halls,1 DETENTION ASSIGNED,3/6/2019
77713539559,Incident that happened,School Bus,OFF OF BUS 5 DAYS,3/7/2019
77713539559,Incident that happened,Gym,REMOVED FROM CLASS,3/19/2019
77713539559,Incident that happened,Halls,1 DAY ISS,4/10/2019
77713539559,Incident that happened,School Bus,1 DETENTION ASSIGNED,4/16/2019
77713539559,Incident that happened,School Bus,OFF OF BUS 1 DAY,4/18/2019
77713539559,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,5/13/2019
77713539559,Incident that happened,Classroom,1/2 DAY ISS,5/21/2019
77713539559,Incident that happened,Classroom,1 DAY ISS,5/28/2019
71199755559,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,10/4/2018
71199755559,Incident that happened,Other,1 DAY ISS,12/10/2018
71199755559,Incident that happened,Other,2 DAYS ISS,12/14/2018
77577753571,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,9/21/2018
77577753571,Incident that happened,Halls,1 DETENTION ASSIGNED,10/1/2018
77577753571,Incident that happened,Classroom,1 DAY ISS,1/7/2019
77577753571,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,1/25/2019
77577753571,Incident that happened,Classroom,1 DAY ISS,2/27/2019
77577753571,Incident that happened,Halls,1 DETENTION ASSIGNED,3/4/2019
73531751599,Incident that happened,Classroom,WARNING,10/2/2018
73531751599,Incident that happened,Grounds,3 DAYS ISS,5/3/2019
75975911395,Incident that happened,Classroom,WARNING,9/24/2018
75975911395,Incident that happened,Classroom,1 DAY ISS,10/11/2018
75975911395,Incident that happened,Classroom,WARNING,10/31/2018
75975911395,Incident that happened,Classroom,1 DAY ISS,3/20/2019
75975911395,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,4/17/2019
75975911395,Incident that happened,Grounds,10 DAYS OSS,4/17/2019
77711535119,Incident that happened,School Bus,,
77711535119,Incident that happened,School Bus,OFF OF BUS 1 DAY,10/5/2018
77711535119,Incident that happened,Halls,PARENT CONTACT / CONFERENCE,10/30/2018
77711535119,Incident that happened,Halls,PARENT CONTACT / CONFERENCE,11/1/2018
77711535119,Incident that happened,School Bus,OFF OF BUS 3 DAYS,11/7/2018
77711535119,Incident that happened,Loc/Bus,OFF OF BUS 3 DAYS,11/16/2018
71775939739,Incident that happened,Classroom,WARNING,10/2/2018
71775939739,Incident that happened,Classroom,2 DAYS ISS,11/20/2018
71775939739,Incident that happened,Classroom,3 DETENTIONS ASSIGNED,3/11/2019
71775939739,Incident that happened,Classroom,1 DETENTION ASSIGNED,3/14/2019
71775939739,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,3/21/2019
71775939739,Incident that happened,Cafeteria,,
79993755551,Incident that happened,Cafeteria,PRINCIPAL/STUDENT CONFERENCE,10/2/2018
79993755551,Incident that happened,Cafeteria,1 DETENTION ASSIGNED,10/2/2018
79993755551,Incident that happened,ISS Room,PRINCIPAL/STUDENT CONFERENCE,10/15/2018
79993755551,Incident that happened,Gym,1 DAY ISS,10/17/2018
79993755551,Incident that happened,Gym,4 DAYS OSS,2/27/2019
79993755551,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/24/2019
75913137597,Incident that happened,Classroom,WARNING,9/12/2018
75913137597,Incident that happened,Classroom,WARNING,10/8/2018
75913137597,Incident that happened,Cafeteria,1 DETENTION ASSIGNED,11/26/2018
75913137597,Incident that happened,Grounds,3 DAYS ISS,5/22/2019
79733791759,Incident that happened,Classroom,,
79733791759,Incident that happened,Classroom,,
77537519375,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,8/22/2018
71357953511,Incident that happened,Grounds,3 DAYS ISS,1/22/2019
71397595973,Incident that happened,Classroom,WARNING,3/20/2019
71397595973,Incident that happened,Cafeteria,1 DETENTION ASSIGNED,4/8/2019
71397595973,Incident that happened,Classroom,1/2 DAY ISS,4/30/2019
73979557177,Incident that happened,School Bus,PARENT CONTACT / CONFERENCE,12/6/2018
73797159517,Incident that happened,Classroom,1/2 DAY OSS,9/26/2018
73797159517,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,12/17/2018
73797159517,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/24/2019
73777575353,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,10/1/2018
73777575353,Incident that happened,Classroom,1 DAY ISS,11/13/2018
73777575353,Incident that happened,Classroom,1 DAY ISS,3/19/2019
79715911973,Incident that happened,School Bus,WARNING,9/13/2018
73131319937,Incident that happened,Gym,PRINCIPAL/STUDENT CONFERENCE,10/3/2018
71399179135,Incident that happened,Classroom,,
77195377717,Incident that happened,Classroom,1 DETENTION ASSIGNED,1/28/2019
77379571739,Incident that happened,Grounds,5 DAYS OSS,9/17/2018
77379571739,Incident that happened,Classroom,RESTITUTION,11/8/2018
77379571739,Incident that happened,Classroom,1 DETENTION ASSIGNED,11/12/2018
77379571739,Incident that happened,Classroom,1 DETENTION ASSIGNED,1/31/2019
77379571739,Incident that happened,Classroom,1 DAY ISS,2/14/2019
77379571739,Incident that happened,Classroom,1 DETENTION ASSIGNED,2/28/2019
77379571739,Incident that happened,Classroom,1 DAY ISS,3/5/2019
71353935953,Incident that happened,Halls,PERIOD ISS,10/9/2018
71353935953,Incident that happened,Halls,Missed Recess,11/30/2018
71353935953,Incident that happened,Halls,Missed Recess,1/23/2019
71353935953,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,1/28/2019
71353935953,Incident that happened,Lavatory,Missed Recess,4/15/2019
75715791377,Incident that happened,Classroom,1 DAY ISS,10/29/2018
73357931531,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,3/19/2019
73357931531,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,4/25/2019
73357931531,Incident that happened,Cafeteria,1 DETENTION ASSIGNED,5/9/2019
79393757359,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,5/7/2019
75531713139,Incident that happened,School Bus,WARNING,9/10/2018
75531713139,Incident that happened,Classroom,WARNING,9/20/2018
75531713139,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/25/2018
77537577331,Incident that happened,Classroom,1 DAY ISS,9/7/2018
77537577331,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,9/12/2018
77537577331,Incident that happened,School Bus,OFF OF BUS 3 DAYS,9/14/2018
77537577331,Incident that happened,Halls,1 DAY ISS,10/10/2018
77537577331,Incident that happened,School Bus,OFF OF BUS 3 DAYS,12/4/2018
77537577331,Incident that happened,School Bus,1 DAY ISS,12/19/2018
77537577331,Incident that happened,Classroom,1 DAY ISS,3/18/2019
77537577331,Incident that happened,School Bus,1 DETENTION ASSIGNED,4/4/2019
77537577331,Incident that happened,School Bus,OFF OF BUS 10 DAYS,4/9/2019
79155995117,Incident that happened,Classroom,,
79155995117,Incident that happened,Playground,PRINCIPAL/STUDENT CONFERENCE,10/10/2018
79173951111,Incident that happened,Classroom,WARNING,10/19/2018
79173951111,Incident that happened,Classroom,1 DAY ISS,11/2/2018
79577995735,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,8/20/2018
79597391339,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,11/13/2018
79597391339,Incident that happened,Classroom,PERIOD ISS,4/25/2019
79795779751,Incident that happened,Gym,WARNING,3/13/2019
73513977371,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,11/7/2018
73513977371,Incident that happened,Cafeteria,PRINCIPAL/STUDENT CONFERENCE,2/28/2019
73197715353,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,5/28/2019
77157331137,Incident that happened,Classroom,WARNING,10/31/2018
79159757919,Incident that happened,Classroom,1 DAY ISS,10/29/2018
75919537911,Incident that happened,Classroom,WARNING,9/6/2018
75919537911,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/14/2018
75919537911,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,9/20/2018
75919537911,Incident that happened,Classroom,3 DETENTIONS ASSIGNED,9/26/2018
77951973559,Incident that happened,Classroom,WARNING,10/10/2018
77951973559,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/8/2018
77951973559,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,12/20/2018
77951973559,Incident that happened,Cafeteria,WARNING,4/29/2019
73555511759,Incident that happened,Classroom,,
73555511759,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,8/23/2018
73555511759,Incident that happened,Halls,,
71595191771,Incident that happened,Classroom,WARNING,9/13/2018
71595191771,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/22/2018
71595191771,Incident that happened,Classroom,WARNING,2/12/2019
77199153195,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,10/31/2018
77199153195,Incident that happened,Halls,1 DETENTION ASSIGNED,11/13/2018
77199153195,Incident that happened,Halls,1 DAY ISS,12/6/2018
77199153195,Incident that happened,Classroom,1 DAY ISS,1/18/2019
77199153195,Incident that happened,Classroom,1 DAY ISS,5/30/2019
79373753315,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,11/6/2018
79373753315,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,5/2/2019
79373753315,Incident that happened,Classroom,1 DAY ISS,5/9/2019
79373753315,Incident that happened,Classroom,1 DAY ISS,5/24/2019
75313775199,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,12/3/2018
75313775199,Incident that happened,Classroom,1 DETENTION ASSIGNED,12/18/2018
77995119135,Incident that happened,Classroom,WARNING,9/11/2018
73957133371,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,10/3/2018
73339175315,Incident that happened,Classroom,WARNING,9/17/2018
73339175315,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/3/2018
73339175315,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,10/5/2018
73339175315,Incident that happened,Classroom,1 DAY ISS,11/26/2018
73339175315,Incident that happened,Classroom,,
73339175315,Incident that happened,Classroom,1 DAY ISS,2/27/2019
75717751337,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/5/2018
75717751337,Incident that happened,Classroom,1 DETENTION ASSIGNED,5/16/2019
75791753973,Incident that happened,Other,1 DAY OSS,8/24/2018
71195957553,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,10/10/2018
77331131197,Incident that happened,Loc/Bus,WARNING,12/17/2018
79579597139,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,9/12/2018
79579597139,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,9/19/2018
79579597139,Incident that happened,School Bus,OFF OF BUS 1 DAY,9/25/2018
79579597139,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,10/9/2018
79579597139,Incident that happened,School Bus,OFF OF BUS 1 DAY,10/9/2018
79579597139,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,12/17/2018
79579597139,Incident that happened,Classroom,1 DAY ISS,4/2/2019
77739715397,Incident that happened,Cafeteria,,
77119319713,Incident that happened,Gym,1 DETENTION ASSIGNED,2/4/2019
77775179339,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,10/2/2018
77775179339,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,5/21/2019
71195371317,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,10/3/2018
79917759311,Incident that happened,Cafeteria,,
71153539315,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,9/13/2018
71573319357,Incident that happened,Halls,1 DAY ISS,2/4/2019
71573319357,Incident that happened,Gym,1 DAY ISS,3/21/2019
71573319357,Incident that happened,Cafeteria,1 DAY ISS,4/18/2019
71573319357,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,5/21/2019
79177331911,Incident that happened,School Bus,Missed Recess,3/13/2019
79311935799,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,10/10/2018
73777533571,Incident that happened,School Bus,PARENT CONTACT / CONFERENCE,9/28/2018
75791997399,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,9/10/2018
75791997399,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,12/13/2018
71957193557,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,8/22/2018
71957193557,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,9/10/2018
71957193557,Incident that happened,Classroom,,
71957193557,Incident that happened,Playground,2 HOURS ISS,10/9/2018
71957193557,Incident that happened,Playground,,
75171375999,Incident that happened,School Bus,,
77119913559,Incident that happened,Other,PRINCIPAL/STUDENT CONFERENCE,5/3/2019
77355917199,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,12/21/2018
77355917199,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,5/13/2019
71531993739,Incident that happened,Classroom,WARNING,9/25/2018
71915171331,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,4/25/2019
79773379599,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/25/2019
71771391791,Incident that happened,Community,PARENT CONTACT / CONFERENCE,8/30/2018
71771391791,Incident that happened,Classroom,,
71771391791,Incident that happened,Classroom,1 DAY ISS,10/31/2018
71771391791,Incident that happened,Classroom,,
71771391791,Incident that happened,Classroom,1 DAY ISS,11/13/2018
79933739717,Incident that happened,Classroom,PARENT CONTACT / CONFERENCE,11/12/2018
79733979139,Incident that happened,Cafeteria,Missed Recess,9/13/2018
73953317319,Incident that happened,Classroom,WARNING,10/31/2018
79979955337,Incident that happened,Classroom,10 DAYS OSS,9/6/2018
79979955337,Incident that happened,Classroom,4 DETENTIONS ASSIGNED,9/14/2018
79979955337,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,9/20/2018
79979955337,Incident that happened,Classroom,3 DETENTIONS ASSIGNED,9/26/2018
73559191979,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,10/30/2018
73559191979,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,11/16/2018
73559191979,Incident that happened,Other,3 DAYS ISS,12/11/2018
73595775713,Incident that happened,Halls,WARNING,5/1/2019
79711951597,Incident that happened,Classroom,WARNING,10/8/2018
79711951597,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/9/2018
79711951597,Incident that happened,Loc/Bus,WARNING,12/18/2018
79711951597,Incident that happened,Classroom,3 DAYS ISS,4/18/2019
79711951597,Incident that happened,School Bus,2 DAYS ISS,5/28/2019
79335917717,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,10/31/2018
73373179351,Incident that happened,Classroom,WARNING,10/1/2018
73373179351,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/2/2018
73373179351,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,10/3/2018
73373179351,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,5/13/2019
71959717197,Incident that happened,Classroom,WARNING,9/6/2018
71959717197,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,9/17/2018
71959717197,Incident that happened,Classroom,3 DETENTIONS ASSIGNED,9/20/2018
71959717197,Incident that happened,Classroom,4 DETENTIONS ASSIGNED,9/25/2018
71959717197,Incident that happened,Classroom,,
71959717197,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,2/7/2019
71959717197,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,2/28/2019
73791779379,Incident that happened,Classroom,WARNING,9/13/2018
73791779379,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/26/2018
73791779379,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,10/11/2018
73791779379,Incident that happened,Classroom,WARNING,10/31/2018
73791779379,Incident that happened,Classroom,,
73791779379,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,2/7/2019
77797999139,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,4/5/2019
73735797315,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,9/14/2018
73735797315,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,9/14/2018
73735797315,Incident that happened,School Bus,OFF OF BUS 1 DAY,9/24/2018
73735797315,Incident that happened,School Bus,OFF OF BUS 1 DAY,10/9/2018
73735797315,Incident that happened,School Bus,3 DAYS OSS,10/29/2018
73735797315,Incident that happened,Gym,1 DAY ISS,5/2/2019
73735797315,Incident that happened,School Bus,OFF OF BUS 5 DAYS,4/25/2019
73159531997,Incident that happened,Grounds,1 DAY ISS,9/21/2018
73159531997,Incident that happened,Grounds,2 DAYS ISS,9/19/2018
73159531997,Incident that happened,Classroom,1 DAY ISS,10/10/2018
73159531997,Incident that happened,Classroom,1.5 DAYS OSS,10/29/2018
71519535353,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,9/27/2018
73375937193,Incident that happened,School Bus,1/2 DAY ISS,10/24/2018
73375937193,Incident that happened,Classroom,1/2 DAY ISS,11/19/2018
73375937193,Incident that happened,School Bus,1/2 DAY ISS,12/13/2018
73375937193,Incident that happened,Classroom,1 DAY ISS,4/11/2019
73375937193,Incident that happened,School Bus,OFF OF BUS 3 DAYS,5/14/2019
73535373917,Incident that happened,Loc/Bus,CONFERENCE WITH ADMIN,10/3/2018
73535373917,Incident that happened,Loc/Bus,PARENT CONTACT / CONFERENCE,11/2/2018
73535373917,Incident that happened,Loc/Bus,CONFERENCE WITH ADMIN,11/16/2018
73535373917,Incident that happened,School Bus,PARENT CONTACT / CONFERENCE,12/3/2018
73535373917,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,3/1/2019
71339395791,Incident that happened,Loc/Bus,WARNING,3/15/2019
71339395791,Incident that happened,Loc/Bus,OFF OF BUS 1 DAY,3/19/2019
73573955351,Incident that happened,Gym,2 DAYS ISS,4/26/2019
73573955351,Incident that happened,Halls,1 DAY ISS,5/21/2019
71171919711,Incident that happened,Halls,1 DETENTION ASSIGNED,3/4/2019
71171919711,Incident that happened,Halls,1 DETENTION ASSIGNED,4/11/2019
71171919711,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,4/24/2019
73715577573,Incident that happened,Loc/Bus,THURSDAY NIGHT DETENTION,2/7/2019
77575713193,Incident that happened,Classroom,WARNING,9/12/2018
77575713193,Incident that happened,Grounds,1 DETENTION ASSIGNED,9/19/2018
77575713193,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/21/2018
77575713193,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,10/1/2018
77575713193,Incident that happened,Cafeteria,2 DAYS ISS,11/15/2018
77575713193,Incident that happened,Classroom,THURSDAY NIGHT DETENTION,12/20/2018
77575713193,Incident that happened,Loc/Bus,3 DAYS ISS,2/5/2019
77575713193,Incident that happened,Classroom,,
77575713193,Incident that happened,Halls,2 DETENTIONS ASSIGNED,2/19/2019
77575713193,Incident that happened,Classroom,,
77973511753,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,1/18/2019
77973511753,Incident that happened,Halls,1 DAY ISS,2/20/2019
73757535357,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,9/25/2018
73757535357,Incident that happened,Cafeteria,PRINCIPAL/STUDENT CONFERENCE,10/3/2018
73757535357,Incident that happened,Classroom,2 HOURS ISS,11/12/2018
73757535357,Incident that happened,Halls,1 DAY ISS,12/5/2018
73757535357,Incident that happened,Classroom,2 HOURS ISS,12/6/2018
73757535357,Incident that happened,School Bus,OFF OF BUS 3 DAYS,12/13/2018
73757535357,Incident that happened,School Bus,1 DAY ISS,12/19/2018
73757535357,Incident that happened,Classroom,3 DAYS ISS,1/24/2019
73757535357,Incident that happened,School Bus,OFF OF BUS 5 DAYS,2/1/2019
73757535357,Incident that happened,Cafeteria,RESTITUTION,2/5/2019
73757535357,Incident that happened,Classroom,1 DETENTION ASSIGNED,2/13/2019
73757535357,Incident that happened,School Bus,OFF OF BUS 10 DAYS,2/14/2019
73757535357,Incident that happened,Classroom,3 DAYS ISS,3/5/2019
73757535357,Incident that happened,Halls,1 DAY ISS,4/3/2019
73757535357,Incident that happened,Classroom,1 DAY ISS,4/12/2019
73757535357,Incident that happened,Classroom,1 DETENTION ASSIGNED,4/12/2019
73757535357,Incident that happened,Classroom,1 DAY ISS,5/7/2019
73757535357,Incident that happened,Classroom,1 DAY ISS,5/21/2019
73757535357,Incident that happened,Classroom,2 HOURS ISS,5/21/2019
73757535357,Incident that happened,Cafeteria,1 DAY ISS,5/24/2019
77173133339,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,12/3/2018
77173133339,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,1/25/2019
71993537153,Incident that happened,Classroom,WARNING,10/1/2018
71955793757,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/7/2018
71955793757,Incident that happened,Classroom,1 DETENTION ASSIGNED,12/6/2018
71955793757,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,4/16/2019
77173155553,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,2/25/2019
71131591911,Incident that happened,Classroom,WARNING,9/24/2018
71131591911,Incident that happened,Classroom,1 DETENTION ASSIGNED,9/26/2018
71131591911,Incident that happened,Classroom,1 DAY ISS,1/25/2019
71131591911,Incident that happened,Classroom,,
71131591911,Incident that happened,Grounds,1 DAY ISS,4/11/2019
71131591911,Incident that happened,Classroom,3 DAYS ISS,5/6/2019
75539115997,Incident that happened,School Bus,PRINCIPAL/STUDENT CONFERENCE,12/17/2018
75313379153,Incident that happened,School Bus,OFF OF BUS 3 DAYS,5/15/2019
79771535517,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,9/13/2018
79771535517,Incident that happened,Halls,1 DETENTION ASSIGNED,9/18/2018
79771535517,Incident that happened,Classroom,1 DETENTION ASSIGNED,10/3/2018
79771535517,Incident that happened,Classroom,2 DETENTIONS ASSIGNED,2/25/2019
79771535517,Incident that happened,Halls,PRINCIPAL/STUDENT CONFERENCE,2/25/2019
79771535517,Incident that happened,Classroom,4 DETENTIONS ASSIGNED,2/28/2019
77317319399,Incident that happened,Classroom,PRINCIPAL/STUDENT CONFERENCE,4/5/2019
77317319399,Incident that happened,Other,1 DAY ISS,5/29/2019
77957377979,Incident that happened,Classroom,WARNING,10/1/2018
77953171993,Incident that happened,School Bus,1 DAY ISS,12/19/2018
79553175717,Incident that happened,Halls,PARENT CONTACT / CONFERENCE,10/9/2018
79553175717,Incident that happened,Classroom,OFF OF BUS 1 DAY,10/22/2018
79553175717,Incident that happened,Classroom,CONFERENCE WITH ADMIN,10/23/2018
79553175717,Incident that happened,Classroom,CONFERENCE WITH ADMIN,10/24/2018
79553175717,Incident that happened,Playground,PARENT CONTACT / CONFERENCE,10/29/2018
79553175717,Incident that happened,Classroom,1 DAY ISS,10/30/2018
79553175717,Incident that happened,Playground,1 DAY ISS,11/1/2018
79553175717,Incident that happened,School Bus,PARENT CONTACT / CONFERENCE,11/5/2018
79553175717,Incident that happened,Classroom,1 DAY ISS,11/6/2018
